Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,RI,RI-026,duiStateLaws,What is unique about Rhode Island DUI penalties?,Standard penalties,Hardship license may be available after portion of suspension,No hardship option,Always full suspension,B,1,Rhode Island may allow a hardship license for work or school after a portion of DUI suspension is served.
State-Specific,RI,RI-027,insurance,Is Rhode Island an at-fault or no-fault insurance state?,No-fault,At-fault,Choice system,Hybrid,B,1,Rhode Island is an at-fault state meaning the driver who caused an accident is responsible for damages.
State-Specific,RI,RI-028,insurance,Does Rhode Island require liability insurance?,No it is optional,Yes liability insurance is mandatory,Only for new cars,Only for financed vehicles,B,1,Rhode Island requires all drivers to maintain liability insurance and carry proof in their vehicle.
State-Specific,RI,RI-029,insurance,Must Rhode Island drivers carry proof of insurance?,Only at registration,Yes at all times while operating a vehicle,Only for new cars,Only after accidents,B,1,Rhode Island requires proof of insurance at all times and drivers must present it when requested by law enforcement.
State-Specific,RI,RI-030,insurance,What happens if you drive without insurance in Rhode Island?,Warning only,Fines license suspension and registration suspension,Points only,Small fine,B,1,Driving without insurance in Rhode Island results in fines license suspension and registration suspension.
State-Specific,RI,RI-031,stateUnique,When must headlights be used in Rhode Island?,Sunset to sunrise only,30 minutes after sunset to 30 minutes before sunrise and when wipers are needed,Only in rain,Only on highways,B,1,Rhode Island requires headlights from 30 minutes after sunset to 30 minutes before sunrise and when conditions require wipers.
State-Specific,RI,RI-032,stateUnique,What is Rhode Island Move Over law?,Emergency vehicles only,Slow down and move over for emergency and highway safety vehicles,Police only,No move over law,B,1,Rhode Island requires slowing down and moving over for emergency vehicles and highway safety vehicles with flashing lights.
State-Specific,RI,RI-033,stateUnique,What is the maximum speed limit on Rhode Island highways?,55 mph,65 mph,70 mph,50 mph,B,1,Rhode Island maximum speed limit on highways is 65 mph.
State-Specific,RI,RI-034,stateUnique,What should Rhode Island drivers know about traffic congestion?,Not a concern,Small state with high density and congestion especially around Providence,Always light traffic,No rush hour,B,1,Rhode Island has high traffic density despite its small size especially around Providence during rush hours.
State-Specific,RI,RI-035,stateUnique,What is Rhode Island law regarding school buses?,Stop only on same side,Stop in both directions unless divided by barrier,Slow to 25 mph,Stop only if signaled,B,1,Rhode Island requires all traffic from both directions to stop for school buses with flashing red lights unless separated by a physical barrier.
State-Specific,RI,RI-036,stateUnique,Are right turns on red permitted in Rhode Island?,Never,Yes after complete stop unless prohibited,Only outside Providence,Only with arrow,B,1,Right turns on red are permitted in Rhode Island after a complete stop unless a sign prohibits it.
State-Specific,RI,RI-037,stateUnique,What should Rhode Island drivers know about bridge tolls?,No toll bridges,Some bridges have tolls including Newport Bridge,All bridges free,Only trucks pay,B,1,Some Rhode Island bridges have tolls. E-ZPass is accepted at electronic toll collection points.
State-Specific,RI,RI-038,stateUnique,What should Rhode Island drivers know about coastal driving?,No coastal roads,Coastal areas may have fog and tourist traffic in summer,Always clear,No special concerns,B,1,Rhode Island coastal areas can experience fog and heavy tourist traffic especially during summer months.
State-Specific,RI,RI-039,stateUnique,How close can you park to a fire hydrant in Rhode Island?,10 feet,15 feet,20 feet,5 feet,B,1,Rhode Island law prohibits parking within 15 feet of a fire hydrant.
State-Specific,RI,RI-040,stateUnique,What should Rhode Island drivers know about winter driving?,Mild winters,Winters can bring snow and ice requiring caution,Snow is rare,Chains required,B,1,Rhode Island winters can bring significant snow and ice. Reduce speed and allow extra stopping distance in winter conditions.
State-Specific,SC,SC-001,gdlLicensing,At what age can a South Carolina teen obtain a beginner's permit?,14,15,16,14 and a half,B,1,South Carolina issues beginner's permits at age 15.
State-Specific,SC,SC-002,gdlLicensing,How long must a South Carolina teen hold a beginner's permit?,90 days,180 days,1 year,6 months,B,1,South Carolina requires teens to hold a beginner's permit for 180 days before advancing to a conditional license.
State-Specific,SC,SC-003,gdlLicensing,How many hours of supervised driving practice are required in South Carolina?,20 hours,40 hours,50 hours,30 hours,B,1,South Carolina requires 40 hours of supervised driving practice including time in various conditions.
State-Specific,SC,SC-004,gdlLicensing,At what age can a South Carolina teen obtain a conditional license?,15,15 and a half,16,17,B,1,South Carolina teens can obtain a conditional license at 15 and a half after completing permit requirements.
State-Specific,SC,SC-005,gdlLicensing,What are the nighttime restrictions for South Carolina conditional license holders?,10pm to 5am,6pm to 6am with exceptions,8pm to 6am,Midnight to 6am,B,1,South Carolina conditional license holders cannot drive 6pm to 6am unless for work school or emergencies. After 6 months this changes to 8pm to 6am.
State-Specific,SC,SC-006,gdlLicensing,How many passengers can a South Carolina conditional driver carry?,No limit,No more than 2 passengers under 21 for first 6 months,1 passenger,Only family members,B,1,During the first 6 months South Carolina conditional drivers may carry no more than 2 passengers under 21.
State-Specific,SC,SC-007,gdlLicensing,At what age can a South Carolina driver obtain a regular license?,16,16 and a half,17,18,B,1,South Carolina drivers can obtain a regular unrestricted license at 16 and a half after completing requirements.
State-Specific,SC,SC-008,gdlLicensing,Who must supervise a South Carolina permit holder?,Any licensed driver,Licensed driver 21 or older,Parent only,Licensed driver 18 or older,B,1,South Carolina permit holders must be supervised by a licensed driver at least 21 years old.
State-Specific,SC,SC-009,gdlLicensing,Is driver education required in South Carolina?,No it is optional,Not required but can reduce permit holding time,Only for permit holders under 16,Only after violations,B,1,Driver education is not required but can reduce the beginner's permit holding period in South Carolina.
State-Specific,SC,SC-010,gdlLicensing,What happens if a South Carolina conditional driver violates restrictions?,Warning only,License suspension,Points only,Fine only,B,1,South Carolina may suspend the license of conditional drivers who violate restrictions.
State-Specific,SC,SC-011,gdlLicensing,What is unique about South Carolina's early nighttime restriction?,Same as other states,Starts at 6pm for first 6 months then 8pm,Always midnight,No nighttime restrictions,B,1,South Carolina has one of the earliest curfews starting at 6pm for the first 6 months of conditional licensing.
State-Specific,SC,SC-012,gdlLicensing,Can South Carolina parents restrict their teen's driving further?,No state rules only,Yes by notifying DMV,Only first 30 days,Only for curfew,B,1,South Carolina parents can work with the DMV to add additional restrictions to their teen's license.
State-Specific,SC,SC-013,cellPhone,What is South Carolina cell phone law for drivers under 18?,Hands-free only,No cell phone use while driving,Same as adults,Texting only banned,B,1,South Carolina prohibits all cell phone use for drivers under 18 while driving.
State-Specific,SC,SC-014,cellPhone,What is South Carolina cell phone law for all drivers?,No restrictions,Texting while driving prohibited,Hands-free required,Only in school zones,B,1,South Carolina prohibits texting while driving for all drivers but allows handheld calls for adults.
State-Specific,SC,SC-015,cellPhone,How is South Carolina texting ban enforced?,Secondary offense,Primary offense,Warning only,Varies by county,B,1,South Carolina texting ban is a primary offense meaning police can stop drivers solely for observed violations.
State-Specific,SC,SC-016,cellPhone,What are the penalties for texting while driving in South Carolina?,25 dollars,25 dollars first up to 100 subsequent,50 dollars,Warning first,B,1,South Carolina fines are 25 dollars for first offense up to 100 dollars for subsequent violations.
State-Specific,SC,SC-017,cellPhone,Does South Carolina add points for texting violations?,No,No points added,3 points,5 points,B,1,South Carolina does not add points to driving records for texting violations.
State-Specific,SC,SC-018,cellPhone,Are there local South Carolina areas with stricter phone laws?,No state law is uniform,Yes some municipalities have additional restrictions,Only Charleston,Only Columbia,B,1,Some South Carolina municipalities may have additional cell phone restrictions beyond the state texting ban.
State-Specific,SC,SC-019,duiStateLaws,What is the standard BAC limit for adult drivers in South Carolina?,0.05 percent,0.08 percent,0.10 percent,0.06 percent,B,1,South Carolina standard BAC limit for adult drivers 21 and over is 0.08 percent.
State-Specific,SC,SC-020,duiStateLaws,What is South Carolina zero tolerance BAC limit for drivers under 21?,0.00 percent,0.02 percent,0.04 percent,0.05 percent,B,1,South Carolina has a 0.02 percent BAC limit for drivers under 21.
State-Specific,SC,SC-021,duiStateLaws,What is the BAC limit for commercial drivers in South Carolina?,0.08 percent,0.06 percent,0.04 percent,0.02 percent,C,2,Commercial drivers in South Carolina face a 0.04 percent BAC limit while operating commercial vehicles.
State-Specific,SC,SC-022,duiStateLaws,What happens if you refuse a BAC test in South Carolina?,Warning only,6-month license suspension,30 day suspension,Same as passing,B,1,Refusing a BAC test in South Carolina results in a 6-month license suspension for the first refusal.
State-Specific,SC,SC-023,duiStateLaws,How many years does South Carolina look back for repeat DUI offenses?,5 years,10 years,7 years,Lifetime,B,1,South Carolina uses a 10-year lookback period for determining repeat DUI offenses and enhanced penalties.
State-Specific,SC,SC-024,duiStateLaws,What is South Carolina implied consent law?,Consent to searches,Driving constitutes consent to chemical testing,Consent to field tests,Consent to blood only,B,1,South Carolina implied consent means driving constitutes automatic consent to chemical testing when lawfully arrested.
